"Accession","Title","Technology","Taxonomy","Data.Rows","Samples.Count","Series.Count","Contact","Release.Date"
"GPL28083","SIMR Mouse 40176 MEBO2_10-9-2007","spotted oligonucleotide","Mus musculus",40176,3,1,"Chris W Seidel","Jan 28, 2020"
"GPL28084","AB SOLiD 4 System (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,6,1,"GEO","Jan 28, 2020"
"GPL28085","Illumina Genome Analyzer (Pyricularia oryzae)","high-throughput sequencing","Pyricularia oryzae",0,2,1,"GEO","Jan 28, 2020"
"GPL28086","Illumina HiSeq 2500 (Polistes canadensis)","high-throughput sequencing","Polistes canadensis",0,0,0,"GEO","Jan 28, 2020"
"GPL28087","Illumina HiSeq 4000 (Pisaster ochraceus)","high-throughput sequencing","Pisaster ochraceus",0,50,1,"GEO","Jan 28, 2020"
"GPL26999","Human Immunology Code Set (NS_Immunology_C2328)","other","Homo sapiens",608,11,1,"NIEHS Microarray Core","Jan 27, 2020"
"GPL28082","HiSeq X Ten (Mus musculus musculus x M. m. castaneus)","high-throughput sequencing","Mus musculus musculus x M. m. castaneus",0,0,0,"GEO","Jan 27, 2020"
"GPL28079","Agilent-082522 Genome-wide Atlantic salmon microarray, first version Salgeno-1","in situ oligonucleotide","Salmo salar",45220,0,0,"Aleksei Krasnov","Jan 26, 2020"
"GPL28080","Agilent-084881 Genome-wide Atlantic salmon microarray, first version Salgeno-2","in situ oligonucleotide","Salmo salar",45220,0,0,"Aleksei Krasnov","Jan 26, 2020"
"GPL28077","Illumina HiSeq 2500 (Clostridium tetani)","high-throughput sequencing","Clostridium tetani",0,7,1,"GEO","Jan 24, 2020"
"GPL28078","Illumina MiSeq (Clostridium tetani)","high-throughput sequencing","Clostridium tetani",0,7,1,"GEO","Jan 24, 2020"
"GPL28031","miScript miRNA PCR array Mouse miRNome","RT-PCR","Mus musculus",923,141,1,"Brian Brown","Jan 23, 2020"
"GPL28038","DNBSEQ-G400 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,8,1,"GEO","Jan 23, 2020"
"GPL28040","Illumina HiSeq 4000 (Anastrepha ludens)","high-throughput sequencing","Anastrepha ludens",0,0,0,"GEO","Jan 23, 2020"
"GPL28024","RayBiotech Mouse Cytokine Array Q4000","spotted peptide or protein","Mus musculus",200,56,1,"Aidan Gilchrist","Jan 22, 2020"
"GPL28026","Illumina MiSeq (Pseudomonas putida S12)","high-throughput sequencing","Pseudomonas putida S12",0,0,0,"GEO","Jan 22, 2020"
"GPL28027","Illumina HiSeq 2500 (Babesia bovis)","high-throughput sequencing","Babesia bovis",0,0,0,"GEO","Jan 22, 2020"
"GPL28028","[Axiom_MDA] Applied Biosystems (Affymetrix) Axiom Microbiome Array","in situ oligonucleotide","metagenomes",0,44,1,"Affymetrix, Inc.","Jan 22, 2020"
"GPL28029","Illumina HiSeq 4000 (Hordeum vulgare)","high-throughput sequencing","Hordeum vulgare",0,32,1,"GEO","Jan 22, 2020"
"GPL28030","Illumina HiSeq 2500 (Elaeis guineensis)","high-throughput sequencing","Elaeis guineensis",0,10,1,"GEO","Jan 22, 2020"
"GPL28036","NextSeq 550 (Streptococcus pyogenes)","high-throughput sequencing","Streptococcus pyogenes",0,6,1,"GEO","Jan 22, 2020"
"GPL28037","NextSeq 550 (Macaca fascicularis; Streptococcus pyogenes)","high-throughput sequencing","Macaca fascicularis;Streptococcus pyogenes",0,18,1,"GEO","Jan 22, 2020"
"GPL28018","Exiqon miRCURY LNA microRNA array; 7th generation; batch 208500-2, 208510, 208520-2; lot 35041 hsa, mmu & rno","spotted oligonucleotide","Rattus norvegicus",3551,4,1,"Jun Zhang","Jan 21, 2020"
"GPL28019","NanoString Custom Panel","in situ oligonucleotide","Homo sapiens",794,48,1,"Lauge Hjorth Mikkelsen","Jan 21, 2020"
"GPL28023","BGISEQ-500 (Corynebacterium glutamicum)","high-throughput sequencing","Corynebacterium glutamicum",0,0,0,"GEO","Jan 21, 2020"
"GPL28025","Illumina HiSeq 2500 (Giardia intestinalis; Homo sapiens)","high-throughput sequencing","Giardia intestinalis;Homo sapiens",0,9,1,"GEO","Jan 21, 2020"
"GPL28020","Illumina HiSeq 4000 (Eulalia viridis)","high-throughput sequencing","Eulalia viridis",0,0,0,"GEO","Jan 20, 2020"
"GPL25483","[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [gene symbol version]","in situ oligonucleotide","Homo sapiens",36787,0,0,"GEO admin","Jan 19, 2020"
"GPL26160","Thermo Scientific TaqMan OpenArray Real-Time PCR","RT-PCR","Homo sapiens",17,275,1,"Maristela Martins de Camargo","Jan 19, 2020"
"GPL28016","BGISEQ-500 (Cricetulus griseus)","high-throughput sequencing","Cricetulus griseus",0,20,1,"GEO","Jan 17, 2020"
"GPL28017","Illumina NextSeq 500 (Listeria monocytogenes 10403S)","high-throughput sequencing","Listeria monocytogenes 10403S",0,8,1,"GEO","Jan 17, 2020"
"GPL28010","Illumina NextSeq 500 (unidentified plasmid)","high-throughput sequencing","unidentified plasmid",0,0,0,"GEO","Jan 16, 2020"
"GPL28011","Illumina HiSeq 2500 (Acanthocheilonema viteae)","high-throughput sequencing","Acanthocheilonema viteae",0,0,0,"GEO","Jan 16, 2020"
"GPL28012","Illumina HiSeq 2500 (Leishmania donovani; Mus musculus)","high-throughput sequencing","Leishmania donovani;Mus musculus",0,10,1,"GEO","Jan 16, 2020"
"GPL28013","Illumina HiSeq 2500 (Leishmania infantum; Mus musculus)","high-throughput sequencing","Leishmania infantum;Mus musculus",0,10,1,"GEO","Jan 16, 2020"
"GPL28015","Illumina HiSeq 2000 (Streptomyces hygroscopicus subsp. ascomyceticus)","high-throughput sequencing","Streptomyces hygroscopicus subsp. ascomyceticus",0,0,0,"GEO","Jan 16, 2020"
"GPL28005","Illumina MiSeq (Brugia malayi; Wolbachia endosymbiont of Brugia malayi)","high-throughput sequencing","Brugia malayi;Wolbachia endosymbiont of Brugia malayi",0,0,0,"GEO","Jan 15, 2020"
"GPL28006","Illumina NovaSeq 6000 (Mycolicibacterium smegmatis MC2 155)","high-throughput sequencing","Mycolicibacterium smegmatis MC2 155",0,4,1,"GEO","Jan 15, 2020"
"GPL28007","Illumina HiSeq 4000 (Mycolicibacterium smegmatis MC2 155)","high-throughput sequencing","Mycolicibacterium smegmatis MC2 155",0,6,1,"GEO","Jan 15, 2020"
"GPL27741","Qiagen Human Custom RT² PCR Arrays","RT-PCR","Homo sapiens",96,6,1,"Ming He","Jan 14, 2020"
"GPL27999","Illumina HiSeq 2500 (Staphylococcus simiae)","high-throughput sequencing","Staphylococcus simiae",0,1,1,"GEO","Jan 14, 2020"
"GPL28000","Illumina HiSeq 2500 (Staphylococcus capitis)","high-throughput sequencing","Staphylococcus capitis",0,1,1,"GEO","Jan 14, 2020"
"GPL28001","Illumina HiSeq 4000 (Aspergillus fumigatus)","high-throughput sequencing","Aspergillus fumigatus",0,12,1,"GEO","Jan 14, 2020"
"GPL28002","[EleGene-1_1-st] Affymetrix C. elegans Gene 1.1 ST Array [transcript (gene) version]","in situ oligonucleotide","Caenorhabditis elegans",29317,0,0,"Affymetrix, Inc.","Jan 14, 2020"
"GPL28003","Illumina HiSeq 2500 (Salix x rubra)","high-throughput sequencing","Salix x rubra",0,96,1,"GEO","Jan 14, 2020"
"GPL28004","Illumina NextSeq 500 (Escherichia coli O157:H7 str. Sakai)","high-throughput sequencing","Escherichia coli O157:H7 str. Sakai",0,0,0,"GEO","Jan 14, 2020"
"GPL26799","Helianthus tuberosus oligo array v1.0","in situ oligonucleotide","Helianthus tuberosus",42159,18,1,"Alberto Ferrarini","Jan 13, 2020"
"GPL27758","nCounter MAX Analysis System Atlantic salmon 220 probes","other","Salmo salar",211,96,1,"Johanna Kurko","Jan 13, 2020"
"GPL27988","miRCURY LNA™ Universal RT miRNA PCR Human panel I and II","RT-PCR","Homo sapiens",0,90,3,"Konrad Pagacz","Jan 13, 2020"
"GPL27990","Illumina NovaSeq 6000 (Diuraphis noxia)","high-throughput sequencing","Diuraphis noxia",0,0,0,"GEO","Jan 13, 2020"
"GPL27991","illumina Nextseq 500 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,0,0,"GEO","Jan 13, 2020"
"GPL27992","Illumina NovaSeq 6000 (Oryzias latipes)","high-throughput sequencing","Oryzias latipes",0,0,0,"GEO","Jan 13, 2020"
"GPL27993","Illumina HiSeq 2500 (Neisseria gonorrhoeae 1291)","high-throughput sequencing","Neisseria gonorrhoeae 1291",0,10,1,"GEO","Jan 13, 2020"
"GPL27995","Ion Torrent Proton (Thioalkalivibrio versutus AL 2)","high-throughput sequencing","Thioalkalivibrio versutus AL 2",0,0,0,"GEO","Jan 13, 2020"
"GPL27996","Ion Torrent Proton (Thioalkalivibrio nitratis)","high-throughput sequencing","Thioalkalivibrio nitratis",0,0,0,"GEO","Jan 13, 2020"
"GPL27998","NextSeq 550 (Caenorhabditis elegans)","high-throughput sequencing","Caenorhabditis elegans",0,0,0,"GEO","Jan 13, 2020"
"GPL27983","Illumina MiSeq (Bifidobacterium longum NCC2705)","high-throughput sequencing","Bifidobacterium longum NCC2705",0,3,1,"GEO","Jan 10, 2020"
"GPL27984","Illumina HiSeq 2500 (Bacillus megaterium)","high-throughput sequencing","Bacillus megaterium",0,0,0,"GEO","Jan 10, 2020"
"GPL27985","Illumina NextSeq 500 (Spodoptera frugiperda)","high-throughput sequencing","Spodoptera frugiperda",0,7,1,"GEO","Jan 10, 2020"
"GPL27986","Illumina NovaSeq 6000 (Trypanosoma brucei brucei)","high-throughput sequencing","Trypanosoma brucei brucei",0,6,1,"GEO","Jan 10, 2020"
"GPL27987","PacBio RS (Flaveria ramosissima)","high-throughput sequencing","Flaveria ramosissima",0,0,0,"GEO","Jan 10, 2020"
"GPL27975","Nimblegen Pig tilling Meth 385K microarray (KC)","in situ oligonucleotide","Sus scrofa",383654,0,0,"Panos Pan","Jan 09, 2020"
"GPL27980","Ion Torrent Proton (Salmo salar)","high-throughput sequencing","Salmo salar",0,0,0,"GEO","Jan 09, 2020"
"GPL27981","NanoString nCounter Human Myeloid Innate Immunity Panel v2","other","Homo sapiens",800,0,0,"GEO admin","Jan 09, 2020"
"GPL27977","Illumina HiSeq 2500 (Pseudomonas syringae)","high-throughput sequencing","Pseudomonas syringae",0,12,1,"GEO","Jan 08, 2020"
"GPL27963","BC015 Archaea Array","spotted oligonucleotide","Archaea",168,42,2,"Bess B Ward","Jan 07, 2020"
"GPL27970","[Axiom_W660K_v2] Wheat Axiom 660K Genotyping Array","in situ oligonucleotide","Triticum aestivum",660009,1,1,"bai sheng sheng","Jan 07, 2020"
"GPL27974","HiSeq X Ten (Salix matsudana)","high-throughput sequencing","Salix matsudana",0,18,1,"GEO","Jan 07, 2020"
"GPL27971","Illumina MiSeq (Quercus robur)","high-throughput sequencing","Quercus robur",0,19,1,"GEO","Jan 06, 2020"
"GPL27972","Illumina HiSeq 2000 (Cladocopium goreaui)","high-throughput sequencing","Cladocopium goreaui",0,0,0,"GEO","Jan 06, 2020"
"GPL27973","Illumina Hiseq 4000 (Mus musculus)","high-throughput sequencing","Mus musculus",0,0,0,"GEO","Jan 06, 2020"
"GPL27967","Illumina HiSeq 2500 (Cervus nippon)","high-throughput sequencing","Cervus nippon",0,8,3,"GEO","Jan 03, 2020"
"GPL27969","BGISEQ-500 (Monomorium pharaonis)","high-throughput sequencing","Monomorium pharaonis",0,32,1,"GEO","Jan 03, 2020"
"GPL26003","Agilent-085375 Geobacter sulfurreducens microarray (Gsulfur_20180226; Probe Name version)","in situ oligonucleotide","Geobacter sulfurreducens",13434,0,0,"Rebekka Biedendieck","Jan 02, 2020"
"GPL26004","Agilent-085375 Geobacter sulfurreducens microarray (Gsulfur_20180226; Feature Number Version)","in situ oligonucleotide","Geobacter sulfurreducens",15744,12,1,"Rebekka Biedendieck","Jan 02, 2020"
"GPL27964","Epinephelus coioides RT-PCR assay","RT-PCR","Epinephelus coioides",48,16,1,"Jiaxing Chen","Jan 02, 2020"
"GPL27965","Illumina HiSeq 4000 (Campylobacter jejuni)","high-throughput sequencing","Campylobacter jejuni",0,0,0,"GEO","Jan 02, 2020"
"GPL27966","Illumina NovaSeq 6000 (Rangifer tarandus)","high-throughput sequencing","Rangifer tarandus",0,0,0,"GEO","Jan 02, 2020"
"GPL24427","[EUTOM3_exon] Affymetrix EUTOM3 tomato exon array","in situ oligonucleotide","Solanum lycopersicum",28740,27,1,"sarah frusciante","Jan 01, 2020"
"GPL26095","Agilent-084843 ETS_CRE_DNP_050617  G4125A","in situ oligonucleotide","Mus musculus",10818,6,1,"Charles Vinson","Jan 01, 2020"
"GPL27934","Croce Human tsRNA microarray","other","Homo sapiens",2304,30,1,"Nicholas H Farina","Jan 01, 2020"
"GPL24796","RiboArray® Custom Human mRNA Array 4X2k","spotted DNA/cDNA","Homo sapiens",0,9,1,"Jie Chen","Dec 31, 2019"
"GPL26043","Agilent-062611 Francisella noatunensis subsp. orientalis [FNO_v3 062394]","in situ oligonucleotide","Francisella noatunensis subsp. orientalis",15744,8,1,"Henrique César Pereira Figueiredo","Dec 31, 2019"
"GPL27957","Illumina NovaSeq 6000 (Solanum lycopersicum)","high-throughput sequencing","Solanum lycopersicum",0,0,0,"GEO","Dec 30, 2019"
"GPL27960","Illumina HiSeq 2500 (Oryza sativa Indica Group x Oryza sativa Japonica Group)","high-throughput sequencing","Oryza sativa Indica Group x Oryza sativa Japonica Group",0,0,0,"GEO","Dec 30, 2019"
"GPL27961","BGISEQ-500 (Canis lupus familiaris)","high-throughput sequencing","Canis lupus familiaris",0,14,1,"GEO","Dec 30, 2019"
"GPL27956","NanoString Human nCounter PanCancer IO 360 Panel","other","Homo sapiens",784,0,0,"GEO admin","Dec 28, 2019"
"GPL27856","Arraystar Human LncRNA microarray V2.0 (Agilent-033010)","in situ oligonucleotide","Homo sapiens",15646,20,1,"Philip Marsden","Dec 27, 2019"
"GPL27953","[Agilent-068823] Agilent USC-Acuigen Perkinsus olseni 15 K v 1.0 ID-068823","spotted oligonucleotide","Perkinsus olseni",15325,16,2,"Belen G Pardo","Dec 27, 2019"
"GPL27954","Illumina HiSeq 4000 (Papilio clytia)","high-throughput sequencing","Papilio clytia",0,0,0,"GEO","Dec 27, 2019"
"GPL27955","Illumina HiSeq 4000 (Atrophaneura mencius)","high-throughput sequencing","Atrophaneura mencius",0,0,0,"GEO","Dec 27, 2019"
"GPL26897","nCounter miRNA expression","other","Homo sapiens",822,6,1,"Baek Gil Kim","Dec 26, 2019"
"GPL27950","Illumina HiSeq 2500 (Oryzias mekongensis)","high-throughput sequencing","Oryzias mekongensis",0,1,1,"GEO","Dec 26, 2019"
"GPL27947","Applied Biosystems TaqMan Array Human MicroRNA A Cards v2.0","RT-PCR","Homo sapiens",384,10,1,"Francesco Prattichizzo","Dec 24, 2019"
"GPL27948","Illumina HiSeq 2500 (Populus deltoides)","high-throughput sequencing","Populus deltoides",0,0,0,"GEO","Dec 24, 2019"
"GPL27949","[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20st_Hs_ENTREZG_24.0.0]","in situ oligonucleotide","Homo sapiens",29597,0,0,"GEO admin","Dec 24, 2019"
"GPL16501","Agilent-023490 Wilson Modified Zebrafish V2 Microarray","in situ oligonucleotide","Danio rerio",43603,96,1,"Andrew G. McArthur","Dec 23, 2019"
"GPL27945","Illumina HiSeq 2500 (Yersinia entomophaga)","high-throughput sequencing","Yersinia entomophaga",0,0,0,"GEO","Dec 22, 2019"
"GPL27943","Illumina NovaSeq 6000 (Macaca mulatta)","high-throughput sequencing","Macaca mulatta",0,0,0,"GEO","Dec 21, 2019"
"GPL27944","Illumina HiSeq 4000 (Zanthoxylum armatum)","high-throughput sequencing","Zanthoxylum armatum",0,15,1,"GEO","Dec 21, 2019"
"GPL24411","RiboArray Rat mRNA Array","in situ oligonucleotide","Rattus norvegicus",29659,12,1,"Zhenghong Zuo","Dec 20, 2019"
"GPL27938","Phalanx Human miRNA OneArray Ver 7 (miRBase Release 21)","spotted oligonucleotide","Homo sapiens",2548,34,2,"Sandy Lin","Dec 20, 2019"
"GPL27939","Illumina HiSeq 4000 (Mangifera indica)","high-throughput sequencing","Mangifera indica",0,0,0,"GEO","Dec 20, 2019"
"GPL27940","Illumina NovaSeq 6000 (Meleagris gallopavo)","high-throughput sequencing","Meleagris gallopavo",0,18,1,"GEO","Dec 20, 2019"
"GPL27941","Illumina NextSeq 500 (Phytophthora parasitica)","high-throughput sequencing","Phytophthora parasitica",0,0,0,"GEO","Dec 20, 2019"
"GPL27942","Illumina NovaSeq 6000 (Astyanax mexicanus)","high-throughput sequencing","Astyanax mexicanus",0,0,0,"GEO","Dec 20, 2019"
"GPL26374","JC AMADID 084120","in situ oligonucleotide","synthetic construct",62976,46,1,"James Anderson","Dec 19, 2019"
"GPL27930","Illumina NovaSeq 6000 (Komagataella phaffii)","high-throughput sequencing","Komagataella phaffii",0,13,1,"GEO","Dec 19, 2019"
"GPL27931","Illumina HiSeq 2000 (Culex pipiens)","high-throughput sequencing","Culex pipiens",0,0,0,"GEO","Dec 19, 2019"
"GPL27932","Illumina HiSeq 2500 (Bacillus anthracis)","high-throughput sequencing","Bacillus anthracis",0,0,0,"GEO","Dec 19, 2019"
"GPL27935","Illumina HiSeq 2000 (Ophioderma brevispina)","high-throughput sequencing","Ophioderma brevispina",0,6,1,"GEO","Dec 19, 2019"
"GPL27936","Illumina MiSeq (Ophioderma brevispina)","high-throughput sequencing","Ophioderma brevispina",0,1,1,"GEO","Dec 19, 2019"
"GPL27929","Illumina HiSeq 4000 (Exophiala dermatitidis)","high-throughput sequencing","Exophiala dermatitidis",0,8,1,"GEO","Dec 18, 2019"
"GPL26249","[Axiom_sugarray] Affymetrix Axiom Saccharum officinarum 100K SNP array","in situ oligonucleotide","Saccharum officinarum",0,471,1,"Jianping Wang","Dec 17, 2019"
"GPL27917","Qiagen RT-PCR array MIHS-001ZA","RT-PCR","Homo sapiens",96,9,1,"Saira Khalid","Dec 17, 2019"
"GPL27923","Ion Torrent Proton (Canis lupus familiaris)","high-throughput sequencing","Canis lupus familiaris",0,0,0,"GEO","Dec 17, 2019"
"GPL27924","Illumina HiSeq 2000 (Salmonella enterica subsp. enterica serovar Derby)","high-throughput sequencing","Salmonella enterica subsp. enterica serovar Derby",0,0,0,"GEO","Dec 17, 2019"
"GPL27926","Illumina HiSeq 4000 (Sus scrofa domesticus)","high-throughput sequencing","Sus scrofa domesticus",0,0,0,"GEO","Dec 17, 2019"
"GPL25978","Agilent-072363 Human Whole Genome 8x60k Gene Expression Microarray (AMADID-72363)","in situ oligonucleotide","Homo sapiens",43317,3,1,"Genotypic technology","Dec 16, 2019"
"GPL27918","Illumina HiSeq 2500 (Acinetobacter baylyi)","high-throughput sequencing","Acinetobacter baylyi",0,0,0,"GEO","Dec 16, 2019"
"GPL27920","Illumina HiSeq 2500 (Panonychus citri)","high-throughput sequencing","Panonychus citri",0,16,1,"GEO","Dec 16, 2019"
"GPL27922","Illumina NextSeq 500 (Aedes aegypti; Dirofilaria immitis)","high-throughput sequencing","Aedes aegypti;Dirofilaria immitis",0,18,1,"GEO","Dec 16, 2019"
"GPL27916","Illumina NextSeq 500 (Physcomitrella patens)","high-throughput sequencing","Physcomitrella patens",0,0,0,"GEO","Dec 15, 2019"
"GPL27915","Illumina NovaSeq 6000 (Apis mellifera)","high-throughput sequencing","Apis mellifera",0,0,0,"GEO","Dec 14, 2019"
"GPL27900","ASA-750K array","oligonucleotide beads","Homo sapiens",738980,137,1,"Peng Chen","Dec 13, 2019"
"GPL27908","BGISEQ-500 (Oryza sativa Japonica Group)","high-throughput sequencing","Oryza sativa Japonica Group",0,18,2,"GEO","Dec 13, 2019"
"GPL27909","Illumina HiSeq 3000 (Cupriavidus necator)","high-throughput sequencing","Cupriavidus necator",0,6,1,"GEO","Dec 13, 2019"
"GPL27910","Illumina NovaSeq 6000 (Solanum tuberosum)","high-throughput sequencing","Solanum tuberosum",0,0,0,"GEO","Dec 13, 2019"
"GPL27911","Illumina Genome Analyzer II (Phyllostachys edulis)","high-throughput sequencing","Phyllostachys edulis",0,2,1,"GEO","Dec 13, 2019"
"GPL27912","Illumina HiSeq 4000 (Xanthomonas vasicola)","high-throughput sequencing","Xanthomonas vasicola",0,3,1,"GEO","Dec 13, 2019"
"GPL27913","Illumina HiSeq 4000 (Sorghum bicolor)","high-throughput sequencing","Sorghum bicolor",0,21,2,"GEO","Dec 13, 2019"
"GPL27914","Illumina HiSeq 4000 (Sorghum bicolor; Xanthomonas vasicola)","high-throughput sequencing","Sorghum bicolor;Xanthomonas vasicola",0,9,1,"GEO","Dec 13, 2019"
"GPL27898","Raybio Human Custom Cytokine Antibody Array (QAH-CUST)","other","Homo sapiens",16,521,1,"Huihua Zhang","Dec 12, 2019"
"GPL27901","[MoEx-1_0-st] Affymetrix Mouse Exon 1.0 ST Array [mogene10st_Mm_ENSG, Version 23.0.0]","in situ oligonucleotide","Mus musculus",34187,0,0,"GEO admin","Dec 12, 2019"
"GPL27902","NextSeq 550 (Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051)","high-throughput sequencing","Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051",0,12,1,"GEO","Dec 12, 2019"
"GPL27905","Illumina NextSeq 500 (Dasypus novemcinctus)","high-throughput sequencing","Dasypus novemcinctus",0,0,0,"GEO","Dec 12, 2019"
"GPL27907","NextSeq 550 (Bos taurus)","high-throughput sequencing","Bos taurus",0,0,0,"GEO","Dec 12, 2019"
"GPL27894","Stanford Mouse MEEBO","spotted oligonucleotide","Mus musculus",15308,5,1,"Juan F Burgueno","Dec 11, 2019"
"GPL27897","Illumina HiSeq 2000 (Legionella pneumophila)","high-throughput sequencing","Legionella pneumophila",0,0,0,"GEO","Dec 11, 2019"
"GPL26654","Human NanoString panel","other","Homo sapiens",218,58,2,"Xianlu Laura Peng","Dec 10, 2019"
"GPL26299","Arraystar LncPathTM Human Cancer Array [Agilent-080600]","in situ oligonucleotide","Homo sapiens",4385,46,1,"Pedro Medina Vico","Dec 10, 2019"
"GPL27591","[Rabbit2a520535F] Affymetrix Oryctolagus cuniculus array","in situ oligonucleotide","Oryctolagus cuniculus",9237,46,1,"William P Cawthorn","Dec 10, 2019"
"GPL27885","LAM Subarray 30 - Antigens 10/22/2015","spotted peptide or protein","Homo sapiens",30,24,1,"Jacqueline Achkar","Dec 10, 2019"
"GPL27888","Illumina HiSeq 1500 (Rhizobium favelukesii)","high-throughput sequencing","Rhizobium favelukesii",0,0,0,"GEO","Dec 10, 2019"
